committee,1123,528,796,418,22.02,3.0508,6.29,2.7235,Noun,1120,1.00,Noun,1120
commodity,84,74,80,72,1.65,1.9294,0.88,1.8751,Noun,84,1.00,Noun,84
common,2275,1652,2171,1606,44.61,3.3572,19.69,3.2183,Adjective,1662,0.73,Adjective.Adverb.Preposition.Noun,1662.537.72.2
commonsense,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3,1.00,Adjective,3
commotion,106,95,100,91,2.08,2.0294,1.13,1.9823,Noun,106,1.00,Noun,106
communication,528,433,495,411,10.35,2.7235,5.16,2.6375,Noun,528,1.00,Noun,528
communion,106,66,61,45,2.08,2.0294,0.79,1.8261,Noun,106,1.00,Noun,106
communist,386,147,162,76,7.57,2.5877,1.75,2.1703,Adjective,378,0.98,Adjective.Noun,378.8
community,1486,916,1381,859,29.14,3.1723,10.92,2.9624,Noun,1485,1.00,Noun.Name,1485.1
commuter,30,28,30,28,0.59,1.4914,0.33,1.4624,Noun,30,1.00,Noun,30
company,7507,3283,6473,3073,147.20,3.8755,39.14,3.5164,Noun,7493,1.00,Noun.Name,7493.1
comparison,187,177,184,174,3.67,2.2742,2.11,2.2504,Noun,184,0.98,Noun.Preposition,184.3
compass,207,124,196,117,4.06,2.3181,1.48,2.0969,Noun,207,1.00,Noun,207
compassion,319,265,292,249,6.25,2.5051,3.16,2.4249,Noun,319,1.00,Noun,319
compassionate,91,86,86,82,1.78,1.9638,1.03,1.9395,Adjective,91,1.00,Adjective,91
compensation,109,91,105,90,2.14,2.0414,1.08,1.9638,Noun,110,1.00,Noun,110
competence,45,38,43,36,0.88,1.6628,0.45,1.5911,Noun,44,1.00,Noun,44
competition,1066,609,1001,585,20.90,3.0282,7.26,2.7853,Noun,1063,1.00,Noun,1063
competitor,70,62,69,62,1.37,1.8513,0.74,1.7993,Noun,70,1.00,Noun,70
complaint,518,348,509,346,10.16,2.7152,4.15,2.5428,Noun,518,1.00,Noun,518
complement,39,39,38,38,0.76,1.6021,0.46,1.6021,Noun,23,0.59,Noun.Verb,23.16
completion,79,71,76,70,1.55,1.9031,0.85,1.8573,Noun,79,1.00,Noun,79
complex,669,497,647,485,13.12,2.8261,5.93,2.6972,Adjective,346,0.52,Adjective.Noun,346.322
complexity,41,39,41,39,0.80,1.6232,0.46,1.6021,Noun,41,1.00,Noun,41
compliance,50,35,40,33,0.98,1.7076,0.42,1.5563,Noun,50,1.00,Noun,50
complication,71,64,69,63,1.39,1.8573,0.76,1.8129,Noun,71,1.00,Noun,71
complicity,21,20,19,18,0.41,1.3424,0.24,1.3222,Noun,21,1.00,Noun,21
compliment,523,461,512,451,10.25,2.7193,5.50,2.6646,Noun,411,0.79,Noun.Verb,411.112
component,81,65,78,63,1.59,1.9138,0.77,1.8195,Noun,81,1.00,Noun,81
comportment,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
composer,127,73,116,71,2.49,2.1072,0.87,1.8692,Noun,127,1.00,Noun,127
composite,64,56,62,54,1.25,1.8129,0.67,1.7559,Adjective,43,0.67,Adjective.Noun,43.21
composition,124,101,118,97,2.43,2.0969,1.20,2.0086,Noun,124,1.00,Noun,124
compost,28,20,23,18,0.55,1.4624,0.24,1.3222,Noun,27,0.96,Noun.Verb,27.1
comprehension,55,53,54,52,1.08,1.7482,0.63,1.7324,Noun,55,1.00,Noun,55
compress,31,26,31,26,0.61,1.5051,0.31,1.4314,Noun,17,0.55,Noun.Verb,17.14
compromise,358,279,335,269,7.02,2.5551,3.33,2.4472,Verb,210,0.59,Verb.Noun,210.147
comptroller,3,3,1,1,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
compulsion,63,50,56,48,1.24,1.8062,0.60,1.7076,Noun,61,1.00,Noun,61
computer,3011,1224,2717,1170,59.04,3.4789,14.59,3.0881,Noun,3006,1.00,Noun.Name,3006.1
comradeship,8,8,7,7,0.16,0.9542,0.10,0.9542,Noun,8,1.00,Noun,8
con,644,387,521,331,12.63,2.8096,4.61,2.5888,Noun,413,0.65,Noun.Verb.Name,413.201.20
concentrate,798,652,644,557,15.65,2.9025,7.77,2.8149,Verb,785,0.98,Verb.Noun,785.12
concentration,282,217,249,207,5.53,2.4518,2.59,2.3385,Noun,283,1.00,Noun,283
concept,553,441,551,439,10.84,2.7435,5.26,2.6454,Noun,553,1.00,Noun,553
conception,106,90,87,81,2.08,2.0294,1.07,1.9590,Noun,106,1.00,Noun,106
concern,1332,1068,1318,1059,26.12,3.1248,12.73,3.0290,Noun,1035,0.77,Noun.Verb,1035.301
concert,895,417,866,405,17.55,2.9523,4.97,2.6212,Noun,894,1.00,Noun,894
conclusion,465,404,455,397,9.12,2.6684,4.82,2.6075,Noun,464,1.00,Noun,464
concrete,379,272,337,256,7.43,2.5798,3.24,2.4362,Adjective,200,0.53,Adjective.Noun,200.178
condition,1936,1375,1891,1360,37.96,3.2871,16.39,3.1386,Noun,1911,0.99,Noun.Verb,1911.21
conditioner,110,85,107,82,2.16,2.0453,1.01,1.9345,Noun,109,1.00,Noun,109
condominium,17,17,17,17,0.33,1.2553,0.20,1.2553,Noun,17,1.00,Noun,17
condor,60,16,8,6,1.18,1.7853,0.19,1.2304,Noun,37,0.63,Noun.Name,37.22
conduct,566,455,533,428,11.10,2.7536,5.42,2.6590,Verb,286,0.51,Verb.Noun,286.279
conductor,155,107,122,91,3.04,2.1931,1.28,2.0334,Noun,155,1.00,Noun,155
cone,149,114,126,102,2.92,2.1761,1.36,2.0607,Noun,146,0.99,Noun.Name,146.2
confectionery,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
conference,1296,797,1193,745,25.41,3.1129,9.50,2.9020,Noun,1295,1.00,Noun,1295
confidence,993,751,960,738,19.47,2.9974,8.95,2.8762,Noun,994,1.00,Noun,994
confidentiality,95,74,87,69,1.86,1.9823,0.88,1.8751,Noun,95,1.00,Noun,95
configuration,48,41,46,40,0.94,1.6902,0.49,1.6232,Noun,48,1.00,Noun,48
confirmation,280,219,267,214,5.49,2.4487,2.61,2.3424,Noun,280,1.00,Noun,280
conflict,444,337,424,324,8.71,2.6484,4.02,2.5289,Noun,415,0.93,Noun.Verb,415.29
conformation,5,5,4,4,0.10,0.7782,0.06,0.7782,Noun,5,1.00,Noun,5
confusion,363,314,346,299,7.12,2.5611,3.74,2.4983,Noun,362,1.00,Noun.Name,362.1
conga,42,23,38,22,0.82,1.6335,0.27,1.3802,Noun,41,1.00,Noun,41
congo,62,38,0,0,1.22,1.7993,0.45,1.5911,Name,61,1.00,Name,61
congregation,117,85,99,76,2.29,2.0719,1.01,1.9345,Noun,116,1.00,Noun,116
congress,419,236,60,38,8.22,2.6232,2.81,2.3747,Noun,419,1.00,Noun,419
congressman,325,107,159,75,6.37,2.5132,1.28,2.0334,Noun,320,0.99,Noun.Name,320.3
connection,1386,1008,1356,988,27.18,3.1421,12.02,3.0039,Noun,1314,0.95,Noun.Preposition,1314.70
connotation,14,13,14,13,0.27,1.1761,0.15,1.1461,Noun,14,1.00,Noun,14
conscience,709,518,688,514,13.90,2.8513,6.18,2.7152,Noun,710,1.00,Noun,710
consciousness,413,277,394,272,8.10,2.6170,3.30,2.4440,Noun,413,1.00,Noun,413
consensus,83,48,68,48,1.63,1.9243,0.57,1.6902,Noun,83,1.00,Noun,83
consent,379,280,372,276,7.43,2.5798,3.34,2.4487,Noun,304,0.81,Noun.Verb,304.72
consequence,160,132,154,131,3.14,2.2068,1.57,2.1239,Noun,157,0.99,Noun.Name,157.1
conservation,32,32,29,29,0.63,1.5185,0.38,1.5185,Noun,25,0.78,Noun.Adjective,25.7
conservative,192,162,168,143,3.76,2.2856,1.93,2.2122,Adjective,152,0.80,Adjective.Noun,152.37
consideration,334,310,332,308,6.55,2.5250,3.70,2.4928,Noun,334,1.00,Noun,334
consignment,29,21,28,21,0.57,1.4771,0.25,1.3424,Noun,29,1.00,Noun,29
consist,22,22,22,22,0.43,1.3617,0.26,1.3617,Verb,22,1.00,Verb,22
consistency,39,32,39,32,0.76,1.6021,0.38,1.5185,Noun,39,1.00,Noun,39
console,114,93,109,91,2.24,2.0607,1.11,1.9731,Verb,59,0.52,Verb.Noun,59.55
consonant,10,8,10,8,0.20,1.0414,0.10,0.9542,Noun,6,0.60,Noun.Adjective,6.4
conspiracy,526,364,485,341,10.31,2.7218,4.34,2.5623,Noun,524,1.00,Noun,524
conspirator,11,10,11,10,0.22,1.0792,0.12,1.0414,Noun,11,1.00,Noun,11
constant,506,442,477,423,9.92,2.7050,5.27,2.6464,Adjective,491,0.97,Adjective.Noun.Name,491.15.1
constellation,48,38,39,32,0.94,1.6902,0.45,1.5911,Noun,47,1.00,Noun,47
constitution,282,200,93,73,5.53,2.4518,2.38,2.3032,Noun,280,1.00,Noun.Name,280.1
constraint,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
construction,706,457,590,408,13.84,2.8494,5.45,2.6609,Noun,703,1.00,Noun.Name,703.2
consul,184,46,105,32,3.61,2.2672,0.55,1.6721,Noun,171,0.96,Noun.Name,171.8
consulate,249,78,187,62,4.88,2.3979,0.93,1.8976,Noun,237,0.96,Noun.Name.Verb,237.7.4
consulting,146,125,135,117,2.86,2.1673,1.49,2.1004,Verb,87,0.60,Verb.Adjective.Noun,87.30.29
consumer,106,80,89,72,2.08,2.0294,0.95,1.9085,Noun,106,1.00,Noun,106
consumption,94,75,87,69,1.84,1.9777,0.89,1.8808,Noun,94,1.00,Noun,94
contact,3305,1826,3084,1766,64.80,3.5193,21.77,3.2617,Noun,1912,0.58,Noun.Verb.Preposition.Name,1912.1223.160.1
contagion,21,12,21,12,0.41,1.3424,0.14,1.1139,Noun,21,1.00,Noun,21
container,219,144,210,141,4.29,2.3424,1.72,2.1614,Noun,219,1.00,Noun,219
content,389,319,370,306,7.63,2.5911,3.80,2.5051,Noun,188,0.48,Noun.Adjective.Verb,188.176.25
contention,41,39,38,37,0.80,1.6232,0.46,1.6021,Noun,41,1.00,Noun,41
contest,958,500,916,486,18.78,2.9818,5.96,2.6998,Noun,918,0.96,Noun.Verb,918.39
context,163,142,161,142,3.20,2.2148,1.69,2.1553,Noun,163,1.00,Noun,163
continent,187,135,168,121,3.67,2.2742,1.61,2.1335,Noun,185,1.00,Noun,185
contingency,78,67,74,64,1.53,1.8976,0.80,1.8325,Noun,77,0.99,Noun.Name,77.1
continuity,35,32,33,31,0.69,1.5563,0.38,1.5185,Noun,35,1.00,Noun,35
contour,14,13,13,12,0.27,1.1761,0.15,1.1461,Noun,14,1.00,Noun,14
contract,1650,838,1604,829,32.35,3.2177,9.99,2.9238,Noun,1599,0.97,Noun.Verb,1599.53
contractor,160,123,156,119,3.14,2.2068,1.47,2.0934,Noun,160,1.00,Noun,160
contrail,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
contrary,454,409,411,371,8.90,2.6580,4.88,2.6128,Noun,333,0.73,Noun.Preposition.Adjective,333.91.30
contrast,107,86,105,86,2.10,2.0334,1.03,1.9395,Noun,92,0.86,Noun.Verb,92.15
contribution,223,194,221,192,4.37,2.3502,2.31,2.2900,Noun,223,1.00,Noun,223
contributor,18,13,17,13,0.35,1.2788,0.15,1.1461,Noun,18,1.00,Noun,18
control,6662,3263,5978,3139,130.63,3.8237,38.90,3.5138,Noun,4682,0.70,Noun.Verb.Name,4682.1962.2
controller,66,47,65,46,1.29,1.8261,0.56,1.6812,Noun,66,1.00,Noun,66
controversy,83,69,73,63,1.63,1.9243,0.82,1.8451,Noun,83,1.00,Noun,83
convection,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
convenience,245,199,233,192,4.80,2.3909,2.37,2.3010,Noun,244,1.00,Noun,244
convention,629,331,509,265,12.33,2.7993,3.95,2.5211,Noun,626,1.00,Noun.Name,626.3
conversation,2543,1789,2503,1770,49.86,3.4055,21.33,3.2529,Noun,2537,1.00,Noun,2537
conversion,66,58,63,56,1.29,1.8261,0.69,1.7709,Noun,66,1.00,Noun,66
convert,159,133,149,125,3.12,2.2041,1.59,2.1271,Verb,141,0.89,Verb.Noun,141.18
convertible,166,127,159,123,3.25,2.2227,1.51,2.1072,Noun,151,0.91,Noun.Adjective,151.15
conviction,303,237,295,233,5.94,2.4829,2.83,2.3766,Noun,302,1.00,Noun,302
cook,2324,1369,2082,1280,45.57,3.3664,16.32,3.1367,Verb,1398,0.60,Verb.Noun.Name,1398.737.189
cookbook,37,31,33,28,0.73,1.5798,0.37,1.5051,Noun,37,1.00,Noun,37
cookie,852,448,611,383,16.71,2.9309,5.34,2.6522,Noun,849,1.00,Noun.Name,849.1
cooking,1307,898,1228,865,25.63,3.1166,10.71,2.9538,Noun,668,0.51,Noun.Verb,668.636
coonskin,5,3,5,3,0.10,0.7782,0.04,0.6021,Noun,5,1.00,Noun,5
cooperation,407,337,393,327,7.98,2.6107,4.02,2.5289,Noun,395,0.97,Noun.Preposition,395.11
coordination,60,58,59,57,1.18,1.7853,0.69,1.7709,Noun,60,1.00,Noun,60
coordinator,81,63,74,58,1.59,1.9138,0.75,1.8062,Noun,81,1.00,Noun,81
cop,4393,1467,4131,1408,86.14,3.6429,17.49,3.1667,Noun,3914,0.89,Noun.Verb.Name,3914.464.6
cope,166,150,160,147,3.25,2.2227,1.79,2.1790,Verb,155,0.93,Verb.Name.Noun,155.6.5
copper,336,183,242,161,6.59,2.5276,2.18,2.2648,Noun,316,0.94,Noun.Adjective.Name,316.19.1
copy,2666,1441,1960,1248,52.27,3.4260,17.18,3.1590,Noun,1335,0.50,Noun.Verb,1335.1332
copying,66,54,59,49,1.29,1.8261,0.64,1.7404,Verb,59,0.89,Verb.Noun.Adjective,59.6.1
copyright,31,28,24,22,0.61,1.5051,0.33,1.4624,Noun,31,1.00,Noun,31
copywriter,9,7,9,7,0.18,1.0000,0.08,0.9031,Noun,9,1.00,Noun,9
coral,121,57,59,34,2.37,2.0864,0.68,1.7634,Noun,103,0.85,Noun.Name,103.18
cord,358,264,340,256,7.02,2.5551,3.15,2.4232,Noun,345,0.97,Noun.Name.Verb,345.5.4
corduroy,34,29,29,25,0.67,1.5441,0.35,1.4771,Noun,30,0.88,Noun.Name,30.4
core,501,287,461,277,9.82,2.7007,3.42,2.4594,Noun,501,1.00,Noun,501
cork,146,116,113,90,2.86,2.1673,1.38,2.0682,Noun,112,0.78,Noun.Name.Verb,112.28.4
cormorant,5,3,3,1,0.10,0.7782,0.04,0.6021,Noun,5,1.00,Noun,5
corn,725,403,633,361,14.22,2.8609,4.80,2.6064,Noun,724,1.00,Noun.Name,724.1
corner,2679,1806,2573,1761,52.53,3.4281,21.53,3.2570,Noun,2645,0.99,Noun.Verb,2645.25
cornerstone,34,30,33,29,0.67,1.5441,0.36,1.4914,Noun,33,1.00,Noun,33
cornet,11,7,5,5,0.22,1.0792,0.08,0.9031,Name,6,0.55,Name.Noun,6.5
cornflakes,25,23,21,19,0.49,1.4150,0.27,1.3802,Noun,23,0.92,Noun.Name,23.2
cornmeal,12,9,11,8,0.24,1.1139,0.11,1.0000,Noun,12,1.00,Noun,12
corporal,802,281,179,109,15.73,2.9047,3.35,2.4502,Noun,758,0.95,Noun.Adjective,758.42
corporation,393,260,248,179,7.71,2.5955,3.10,2.4166,Noun,392,1.00,Noun,392
corps,555,267,138,89,10.88,2.7451,3.18,2.4281,Noun,551,1.00,Noun,551
corral,119,75,89,60,2.33,2.0792,0.89,1.8808,Noun,84,0.71,Noun.Name.Adjective,84.30.5
correspondence,115,95,107,89,2.25,2.0645,1.13,1.9823,Noun,115,1.00,Noun,115
correspondent,110,76,95,72,2.16,2.0453,0.91,1.8865,Noun,110,1.00,Noun,110
corridor,284,207,266,198,5.57,2.4548,2.47,2.3181,Noun,283,1.00,Noun,283
corruption,218,154,199,145,4.27,2.3404,1.84,2.1903,Noun,218,1.00,Noun,218
corsage,48,34,46,34,0.94,1.6902,0.41,1.5441,Noun,46,0.96,Noun.Verb,46.2
cost,2801,1995,2688,1944,54.92,3.4475,23.78,3.3002,Verb,2098,0.75,Verb.Noun.Name,2098.692.3
costume,721,395,706,390,14.14,2.8585,4.71,2.5977,Noun,720,1.00,Noun,720
cot,102,76,97,73,2.00,2.0128,0.91,1.8865,Noun,102,1.00,Noun,102
cottage,270,164,247,156,5.29,2.4330,1.96,2.2175,Noun,270,1.00,Noun,270
cotton,723,345,515,304,14.18,2.8597,4.11,2.5391,Noun,624,0.86,Noun.Name.Verb,624.98.1
couch,1197,792,1171,776,23.47,3.0785,9.44,2.8993,Noun,1184,0.99,Noun.Name.Verb,1184.5.3
cougar,102,34,38,14,2.00,2.0128,0.41,1.5441,Noun,49,0.48,Noun.Name.Verb,49.29.24
cough,448,334,387,295,8.78,2.6522,3.98,2.5250,Noun,258,0.57,Noun.Verb,258.191
council,863,386,450,241,16.92,2.9365,4.60,2.5877,Noun,861,1.00,Noun.Name,861.1
councilman,72,35,44,26,1.41,1.8633,0.42,1.5563,Noun,53,0.74,Noun.Name,53.19
councilor,9,3,3,2,0.18,1.0000,0.04,0.6021,Noun,7,0.78,Noun.Name,7.2
counsel,726,399,613,366,14.24,2.8615,4.76,2.6021,Noun,483,0.67,Noun.Verb.Name,483.149.92
counseling,211,149,199,144,4.14,2.3263,1.78,2.1761,Noun,209,1.00,Noun,209
counselling,40,30,40,30,0.78,1.6128,0.36,1.4914,Noun,40,1.00,Noun,40
counsellor,132,74,86,59,2.59,2.1239,0.88,1.8751,Noun,132,1.00,Noun,132
counselor,506,308,366,252,9.92,2.7050,3.67,2.4900,Noun,414,0.83,Noun.Name,414.87
count,4588,2655,3618,2421,89.96,3.6617,31.65,3.4242,Verb,3011,0.66,Verb.Noun.Name,3011.1563.10
counter,709,540,677,518,13.90,2.8513,6.44,2.7332,Noun,599,0.85,Noun.Verb.Adjective.Name,599.101.6.1
counterpart,25,25,25,25,0.49,1.4150,0.30,1.4150,Noun,25,1.00,Noun,25
counterterrorism,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,2,1.00,Noun,2
countess,314,66,68,29,6.16,2.4983,0.79,1.8261,Noun,311,0.99,Noun.Name,311.2
country,8254,3298,8030,3244,161.84,3.9167,39.32,3.5184,Noun,8228,1.00,Noun.Name,8228.6
countryside,180,150,178,149,3.53,2.2577,1.79,2.1790,Noun,180,1.00,Noun,180
county,1722,920,742,459,33.76,3.2363,10.97,2.9643,Noun,1669,0.97,Noun.Name,1669.50
couple,11394,4989,10892,4873,223.41,4.0567,59.48,3.6981,Noun,11184,0.98,Noun.Verb,11184.202
coupon,111,68,110,68,2.18,2.0492,0.81,1.8388,Noun,111,1.00,Noun,111
courage,1207,835,1084,792,23.67,3.0821,9.95,2.9222,Noun,1084,0.90,Noun.Name,1084.120
course,24848,6666,24319,6604,487.22,4.3953,79.47,3.8239,Adverb,21987,0.89,Adverb.Noun.Verb,21987.2809.48
court,5137,1839,4464,1693,100.73,3.7108,21.92,3.2648,Noun,5089,0.99,Noun.Verb.Name,5089.35.14
courthouse,225,158,210,152,4.41,2.3541,1.88,2.2014,Noun,224,1.00,Noun,224
courtroom,427,244,422,243,8.37,2.6314,2.91,2.3892,Noun,427,1.00,Noun,427
cousin,2491,1041,2196,993,48.84,3.3965,12.41,3.0179,Noun,2473,1.00,Noun.Name,2473.1
cover,4808,2782,4247,2569,94.27,3.6821,33.17,3.4445,Verb,3040,0.63,Verb.Noun.Name,3040.1765.2
coverage,318,238,308,235,6.24,2.5038,2.84,2.3784,Noun,318,1.00,Noun,318
coverall,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
cow,1301,728,1202,696,25.51,3.1146,8.68,2.8627,Noun,1283,0.99,Noun.Verb.Name,1283.9.2
cowbell,10,8,9,7,0.20,1.0414,0.10,0.9542,Noun,10,1.00,Noun,10
cowboy,968,482,747,436,18.98,2.9863,5.75,2.6839,Noun,873,0.91,Noun.Name,873.88
coyote,185,107,117,84,3.63,2.2695,1.28,2.0334,Noun,178,0.97,Noun.Name,178.6
crab,352,188,241,150,6.90,2.5478,2.24,2.2765,Noun,339,0.96,Noun.Name,339.13
crack,1675,1192,1556,1147,32.84,3.2243,14.21,3.0766,Noun,881,0.53,Noun.Verb.Adjective,881.775.17
cracker,294,202,205,159,5.76,2.4698,2.41,2.3075,Noun,282,0.96,Noun.Name,282.12
crackers,289,171,214,159,5.67,2.4624,2.04,2.2355,Noun,268,0.93,Noun.Adjective.Name,268.19.1
cradle,145,107,121,95,2.84,2.1644,1.28,2.0334,Noun,139,0.96,Noun.Verb,139.6
craft,289,206,279,198,5.67,2.4624,2.46,2.3160,Noun,279,0.97,Noun.Verb.Name,279.9.1
craftsman,47,40,37,32,0.92,1.6812,0.48,1.6128,Noun,48,1.00,Noun,48
cranberry,99,72,82,61,1.94,2.0000,0.86,1.8633,Noun,96,0.97,Noun.Name,96.3
crane,1714,318,181,92,33.61,3.2343,3.79,2.5038,Name,1502,0.87,Name.Noun.Verb,1502.188.30
cranky,171,150,159,141,3.35,2.2355,1.79,2.1790,Adjective,171,1.00,Adjective,171
crap,3151,1996,2970,1934,61.78,3.4986,23.80,3.3004,Noun,3060,0.97,Noun.Adjective.Verb.Adverb,3060.48.25.12
crash,1461,892,1336,840,28.65,3.1649,10.63,2.9509,Noun,871,0.60,Noun.Verb.Name,871.589.1
crate,209,126,204,124,4.10,2.3222,1.50,2.1038,Noun,197,0.94,Noun.Verb,197.12
cravat,96,6,5,5,1.88,1.9868,0.07,0.8451,Name,77,0.81,Name.Noun.Verb,77.14.4
craw,17,17,15,15,0.33,1.2553,0.20,1.2553,Noun,15,0.88,Noun.Verb.Name,15.1.1
crawdad,5,2,5,2,0.10,0.7782,0.02,0.4771,Noun,5,1.00,Noun,5
crayfish,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
crayon,21,20,21,20,0.41,1.3424,0.24,1.3222,Noun,21,1.00,Noun,21
crazy,13886,5039,13059,4950,272.27,4.1426,60.07,3.7024,Adjective,13856,1.00,Adjective.Noun,13856.2
cream,2484,1345,2262,1271,48.71,3.3953,16.03,3.1290,Noun,2434,0.98,Noun.Adjective.Verb.Name,2434.23.17.3
creation,310,247,282,234,6.08,2.4928,2.94,2.3945,Noun,310,1.00,Noun,310
creationism,16,5,6,4,0.31,1.2304,0.06,0.7782,Noun,16,1.00,Noun,16
creationist,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
creative,548,412,500,388,10.75,2.7396,4.91,2.6160,Adjective,548,1.00,Adjective,548
creativity,96,80,91,78,1.88,1.9868,0.95,1.9085,Noun,96,1.00,Noun,96
creator,142,95,110,67,2.78,2.1553,1.13,1.9823,Noun,142,1.00,Noun,142
creature,1092,657,1044,641,21.41,3.0386,7.83,2.8182,Noun,1092,1.00,Noun,1092
credential,5,5,4,4,0.10,0.7782,0.06,0.7782,Adjective,5,1.00,Adjective,5
credenza,9,9,8,8,0.18,1.0000,0.11,1.0000,Noun,9,1.00,Noun,9
credibility,163,139,162,139,3.20,2.2148,1.66,2.1461,Noun,163,1.00,Noun,163
credit,2337,1490,2244,1449,45.82,3.3688,17.76,3.1735,Noun,2228,0.96,Noun.Verb,2228.104
creditor,7,7,6,6,0.14,0.9031,0.08,0.9031,Noun,7,1.00,Noun,7
creek,454,241,192,136,8.90,2.6580,2.87,2.3838,Noun,448,0.99,Noun.Name,448.4
crepe,42,32,37,29,0.82,1.6335,0.38,1.5185,Noun,42,1.00,Noun,42
crest,107,67,69,50,2.10,2.0334,0.80,1.8325,Noun,97,0.91,Noun.Name,97.10
crew,2424,1036,2156,931,47.53,3.3847,12.35,3.0158,Noun,2175,0.93,Noun.Name,2175.175
crewman,50,22,33,17,0.98,1.7076,0.26,1.3617,Noun,35,0.70,Noun.Name,35.15
crewmen,34,24,30,22,0.67,1.5441,0.29,1.3979,Noun,34,1.00,Noun,34
crib,316,212,305,211,6.20,2.5011,2.53,2.3284,Noun,296,0.94,Noun.Verb.Name,296.13.5
cribbage,13,11,13,11,0.25,1.1461,0.13,1.0792,Noun,12,0.92,Noun.Verb,12.1
cricket,144,94,98,74,2.82,2.1614,1.12,1.9777,Noun,143,0.99,Noun.Name,143.1
cricketer,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
crime,3633,1782,3328,1720,71.24,3.5604,21.24,3.2512,Noun,3640,1.00,Noun.Name,3640.1
criminal,1758,1084,1616,1035,34.47,3.2453,12.92,3.0354,Adjective,938,0.54,Adjective.Noun.Name,938.805.2
crinoline,4,4,4,4,0.08,0.6990,0.05,0.6990,Noun,4,1.00,Noun,4
crisis,849,611,805,581,16.65,2.9294,7.28,2.7868,Noun,850,1.00,Noun,850
crisp,161,129,143,118,3.16,2.2095,1.54,2.1139,Adjective,76,0.47,Adjective.Noun.Name.Verb,76.72.8.5
criteria,91,64,85,64,1.78,1.9638,0.76,1.8129,Noun,91,1.00,Noun,91
criterion,11,11,11,11,0.22,1.0792,0.13,1.0792,Noun,11,1.00,Noun,11
critic,192,126,188,123,3.76,2.2856,1.50,2.1038,Noun,192,1.00,Noun,192
criticism,155,138,150,136,3.04,2.1931,1.65,2.1430,Noun,155,1.00,Noun,155
crocodile,115,70,100,55,2.25,2.0645,0.83,1.8513,Noun,113,0.98,Noun.Name,113.2
crocus,3,1,3,1,0.06,0.6021,0.01,0.3010,Noun,3,1.00,Noun,3
croissant,45,38,38,32,0.88,1.6628,0.45,1.5911,Noun,45,1.00,Noun,45
crook,289,196,265,186,5.67,2.4624,2.34,2.2945,Noun,285,1.00,Noun,285
crop,248,178,232,173,4.86,2.3962,2.12,2.2529,Noun,233,0.94,Noun.Verb,233.14
cross,2807,1700,2080,1436,55.04,3.4484,20.27,3.2307,Verb,1548,0.55,Verb.Noun.Name.Adjective.Preposition,1548.1069.129.42.15
crotch,140,113,128,109,2.75,2.1492,1.35,2.0569,Noun,123,0.88,Noun.Verb.Name,123.12.5
croup,14,11,13,10,0.27,1.1761,0.13,1.0792,Noun,14,1.00,Noun,14
crow,227,132,156,107,4.45,2.3579,1.57,2.1239,Noun,150,0.68,Noun.Name,150.71
crowd,1906,1230,1671,1146,37.37,3.2804,14.66,3.0903,Noun,1798,0.95,Noun.Verb,1798.104
crown,698,363,559,293,13.69,2.8445,4.33,2.5611,Noun,628,0.89,Noun.Verb.Name,628.65.10
crucifixion,38,27,30,20,0.75,1.5911,0.32,1.4472,Noun,37,0.97,Noun.Name,37.1
crude,155,132,141,121,3.04,2.1931,1.57,2.1239,Adjective,151,0.99,Adjective.Noun,151.2
cruelty,166,139,152,126,3.25,2.2227,1.66,2.1461,Noun,166,1.00,Noun,166
cruise,626,395,506,323,12.27,2.7973,4.71,2.5977,Noun,489,0.78,Noun.Verb.Name,489.133.4
crumb,92,63,64,60,1.80,1.9685,0.75,1.8062,Noun,92,1.00,Noun,92
crunch,179,125,105,87,3.51,2.2553,1.49,2.1004,Noun,108,0.61,Noun.Verb.Name,108.58.12
crusader,57,46,47,41,1.12,1.7634,0.55,1.6721,Noun,57,1.00,Noun,57
crush,857,625,772,581,16.80,2.9335,7.45,2.7966,Noun,497,0.58,Noun.Verb,497.361
crust,166,126,163,124,3.25,2.2227,1.50,2.1038,Noun,164,0.99,Noun.Verb.Name,164.1.1
cry,3348,1900,3194,1857,65.65,3.5249,22.65,3.2790,Verb,2596,0.78,Verb.Noun,2596.752
crystal,823,374,423,247,16.14,2.9159,4.46,2.5740,Noun,706,0.86,Noun.Name,706.114
crystallography,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
cub,107,68,38,27,2.10,2.0334,0.81,1.8388,Noun,104,0.97,Noun.Name,104.3
