Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Adjective_freq
sunder,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
sung,178,128,110,97,3.49,2.2529,1.53,2.1106,Verb,148.0,0.83,Verb.Name.Adjective,148.29.1,1
sunniest,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
superdominant,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
supernormal,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
superpatriotic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
supersecretive,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
superseded,8,8,8,8,0.16,0.9542,0.1,0.9542,Verb,7.0,0.88,Verb.Adjective,7.1,1
supersensory,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
superterrestrial,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
supplicant,4,4,3,3,0.08,0.699,0.05,0.699,Noun,2.0,0.5,Noun.Name.Adjective,2.1.1,1
supported,186,162,183,159,3.65,2.2718,1.93,2.2122,Verb,185.0,0.99,Verb.Adjective,185.1,1
suppurative,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
supressed,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
surfacing,17,15,17,15,0.33,1.2553,0.18,1.2041,Verb,15.0,0.88,Verb.Noun.Adjective,15.1.1,1
surfed,21,13,21,13,0.41,1.3424,0.15,1.1461,Verb,20.0,0.95,Verb.Adjective,20.1,1
surging,17,14,16,13,0.33,1.2553,0.17,1.1761,Verb,16.0,0.94,Verb.Adjective,16.1,1
surlier,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
surliest,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
surpassing,12,12,12,12,0.24,1.1139,0.14,1.1139,Verb,11.0,0.92,Verb.Adjective,11.1,1
surplused,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
surrendered,118,96,117,95,2.31,2.0755,1.14,1.9868,Verb,118.0,0.99,Verb.Adjective,118.1,1
surveyed,15,14,15,14,0.29,1.2041,0.17,1.1761,Verb,14.0,0.93,Verb.Adjective,14.1,1
susan,1835,369,6,4,35.98,3.2639,4.4,2.5682,Name,1822.0,1.0,Name.Noun.Adjective,1822.5.1,1
swacked,3,2,3,2,0.06,0.6021,0.02,0.4771,Verb,2.0,0.67,Verb.Adjective,2.1,1
swankier,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
swarming,53,52,52,51,1.04,1.7324,0.62,1.7243,Verb,51.0,0.96,Verb.Noun.Adjective,51.1.1,1
swashbuckling,4,4,4,4,0.08,0.699,0.05,0.699,Verb,2.0,0.5,Verb.Noun.Adjective,2.1.1,1
swashing,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
swathed,4,3,4,3,0.08,0.699,0.04,0.6021,Verb,3.0,0.75,Verb.Adjective,3.1,1
swaying,45,32,32,27,0.88,1.6628,0.38,1.5185,Verb,43.0,0.98,Verb.Adjective,43.1,1
sweatier,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
sweetening,8,8,8,8,0.16,0.9542,0.1,0.9542,Verb,5.0,0.63,Verb.Noun.Adjective,5.2.1,1
sweltered,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
swingy,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
swiveling,8,7,6,6,0.16,0.9542,0.08,0.9031,Verb,6.0,0.75,Verb.Name.Adjective,6.1.1,1
swoony,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
swooping,19,18,16,15,0.37,1.301,0.21,1.2788,Verb,16.0,0.84,Verb.Name.Adjective,16.2.1,1
sympathomimetic,3,2,3,2,0.06,0.6021,0.02,0.4771,Noun,2.0,0.67,Noun.Adjective,2.1,1
synchronistic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
synchronous,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
syncytial,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
synthesised,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tabulating,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tachistoscopic,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tachycardiac,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tailless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
talar,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tamest,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
taming,20,19,13,13,0.39,1.3222,0.23,1.301,Verb,13.0,0.65,Verb.Noun.Adjective,13.6.1,1
tampering,67,60,59,52,1.31,1.8325,0.72,1.7853,Verb,60.0,0.9,Verb.Noun.Adjective,60.6.1,1
tamperproof,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
tangier,11,5,1,1,0.22,1.0792,0.06,0.7782,Name,10.0,0.91,Name.Adjective,10.1,1
tankless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tannish,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tantalising,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tantalized,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
taping,105,91,102,89,2.06,2.0253,1.08,1.9638,Verb,86.0,0.82,Verb.Noun.Adjective,86.18.1,1
tapped,228,197,221,195,4.47,2.3598,2.35,2.2967,Verb,226.0,0.99,Verb.Noun.Adjective,226.1.1,1
tarlatan,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tarpeian,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tarred,15,14,12,11,0.29,1.2041,0.17,1.1761,Verb,13.0,0.87,Verb.Name.Adjective,13.1.1,1
taskless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
taunting,52,45,49,43,1.02,1.7243,0.54,1.6628,Verb,49.0,0.94,Verb.Noun.Adjective,49.2.1,1
taxonomic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
taxpaying,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
teaming,21,19,17,16,0.41,1.3424,0.23,1.301,Verb,20.0,0.95,Verb.Adjective,20.1,1
tearing,327,292,306,276,6.41,2.5159,3.48,2.4669,Verb,325.0,0.99,Verb.Noun.Adjective,325.1.1,1
teetotal,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
teetotaling,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
telegraphic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
telemarketer,10,10,9,9,0.2,1.0414,0.12,1.0414,Noun,8.0,0.8,Noun.Name.Adjective,8.1.1,1
telemetric,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
teleplasmic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
telescoping,4,3,3,2,0.08,0.699,0.04,0.6021,Verb,2.0,0.5,Verb.Noun.Adjective,2.1.1,1
temperable,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
temporomandibular,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tenantless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tended,51,44,48,42,1.0,1.716,0.52,1.6532,Verb,50.0,0.98,Verb.Adjective,50.1,1
tendered,12,12,12,12,0.24,1.1139,0.14,1.1139,Verb,11.0,0.92,Verb.Adjective,11.1,1
tenderer,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tenderized,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,2.0,0.67,Verb.Adjective,2.1,1
tenpenny,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tensest,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
terminatory,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
termite,38,24,37,23,0.75,1.5911,0.29,1.3979,Noun,37.0,0.97,Noun.Adjective,37.1,1
terpsichorean,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
terraneous,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
terrorizing,37,32,32,28,0.73,1.5798,0.38,1.5185,Verb,36.0,0.97,Verb.Adjective,36.1,1
tersest,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
testifying,105,74,101,70,2.06,2.0253,0.88,1.8751,Verb,95.0,0.92,Verb.Noun.Adjective,95.7.1,1
testing,771,572,590,481,15.12,2.8876,6.82,2.7582,Verb,430.0,0.56,Verb.Noun.Name.Adjective,430.332.8.1,1
tetrameter,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
textural,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thawed,28,24,27,23,0.55,1.4624,0.29,1.3979,Verb,27.0,0.96,Verb.Adjective,27.1,1
the,1501908,8388,1339811,8388,29449.18,6.1766,100.0,3.9237,Article,1499459.0,1.0,Article.Adverb.Noun.Preposition.Adjective,1499459.774.147.105.1,1
theatric,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
theoretic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thermic,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thermionic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thermosetting,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thetic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
theurgic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thicky,2,2,1,1,0.04,0.4771,0.02,0.4771,Name,1.0,0.5,Name.Adjective,1.1,1
thingless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thinking,14353,5707,14047,5674,281.43,4.157,68.04,3.7565,Verb,12513.0,0.87,Verb.Noun.Adjective,12513.1835.1,1
thinning,19,15,16,13,0.37,1.301,0.18,1.2041,Verb,17.0,0.89,Verb.Noun.Adjective,17.1.1,1
thoracal,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thous,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
threadlike,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
threepenny,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thrillful,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thrombocytopenic,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
throned,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
thudding,31,23,26,18,0.61,1.5051,0.27,1.3802,Verb,25.0,0.81,Verb.Noun.Name.Adjective,25.3.2.1,1
thuggish,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
tibicen,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tickling,51,46,44,41,1.0,1.716,0.55,1.6721,Verb,44.0,0.86,Verb.Noun.Name.Adjective,44.4.2.1,1
tiddlywinking,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tidiest,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tiered,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tightened,24,24,23,23,0.47,1.3979,0.29,1.3979,Verb,23.0,0.96,Verb.Adjective,23.1,1
tiled,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
tinkering,26,23,24,22,0.51,1.4314,0.27,1.3802,Verb,16.0,0.62,Verb.Noun.Name.Adjective,16.8.1.1,1
tipless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tiredest,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
titrate,16,14,7,7,0.31,1.2304,0.17,1.1761,Verb,14.0,0.88,Verb.Noun.Adjective,14.1.1,1
toadying,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,1.0,0.33,Verb.Noun.Adjective,1.1.1,1
tobogganing,7,4,5,3,0.14,0.9031,0.05,0.699,Verb,6.0,0.86,Verb.Adjective,6.1,1
toddling,12,10,11,9,0.24,1.1139,0.12,1.0414,Verb,10.0,0.83,Verb.Noun.Adjective,10.1.1,1
toeless,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tomographic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
toned,18,16,18,16,0.35,1.2788,0.19,1.2304,Verb,17.0,0.94,Verb.Adjective,17.1,1
toneless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tongueless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
toniest,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
toning,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tonsillar,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tooled,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tootsy,3,2,3,2,0.06,0.6021,0.02,0.4771,Noun,2.0,0.67,Noun.Adjective,2.1,1
topographic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
torpid,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
torturing,171,156,162,150,3.35,2.2355,1.86,2.1959,Verb,168.0,0.98,Verb.Noun.Adjective,168.2.1,1
totaling,10,10,10,10,0.2,1.0414,0.12,1.0414,Verb,9.0,0.9,Verb.Adjective,9.1,1
totemic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
totemistic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
toto,143,38,2,2,2.8,2.1584,0.45,1.5911,Name,80.0,0.56,Name.Noun.Adverb.Adjective,80.60.1.1,1
tottering,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
toucan,4,3,2,1,0.08,0.699,0.04,0.6021,Noun,3.0,0.75,Noun.Adjective,3.1,1
touchier,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
touchiest,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
towerless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
toying,57,52,54,49,1.12,1.7634,0.62,1.7243,Verb,55.0,0.96,Verb.Noun.Adjective,55.1.1,1
trabecula,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
traced,220,193,216,190,4.31,2.3444,2.3,2.2878,Verb,220.0,1.0,Verb.Adjective,220.1,1
tractable,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
traded,222,184,207,175,4.35,2.3483,2.19,2.2672,Verb,222.0,1.0,Verb.Adjective,222.1,1
trafficked,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tralatitious,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trancing,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,2.0,0.67,Verb.Adjective,2.1,1
tranquilized,6,4,6,4,0.12,0.8451,0.05,0.699,Verb,5.0,0.83,Verb.Adjective,5.1,1
tranquillised,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
transactional,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
transcendant,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
transcutaneous,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
transformational,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
transformative,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
transformed,101,92,100,91,1.98,2.0086,1.1,1.9685,Verb,100.0,0.99,Verb.Adjective,100.1,1
transgendered,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,2.0,0.67,Verb.Adjective,2.1,1
transistorised,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
translatable,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
translated,127,110,104,89,2.49,2.1072,1.31,2.0453,Verb,126.0,0.99,Verb.Adjective,126.1,1
translunar,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
transmural,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
transplanted,14,12,14,12,0.27,1.1761,0.14,1.1139,Verb,13.0,0.93,Verb.Adjective,13.1,1
transplendent,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
transportal,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trant,7,1,0,0,0.14,0.9031,0.01,0.301,Name,6.0,0.86,Name.Adjective,6.1,1
trapezoidal,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trashier,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
traumatizing,8,4,8,4,0.16,0.9542,0.05,0.699,Verb,7.0,0.88,Verb.Adjective,7.1,1
travelled,97,87,97,87,1.9,1.9912,1.04,1.9445,Verb,96.0,0.99,Verb.Adjective,96.1,1
travelling,198,157,180,144,3.88,2.2989,1.87,2.1987,Verb,147.0,0.74,Verb.Noun.Adjective,147.50.1,1
travertine,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
treacly,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,1.0,0.5,Adverb.Adjective,1.1,1
treelike,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
treelined,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trenchant,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,1.0,0.5,Noun.Adjective,1.1,1
trendier,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trental,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tricentennial,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trichloroacetic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tricking,44,37,40,34,0.86,1.6532,0.44,1.5798,Verb,42.0,0.95,Verb.Noun.Adjective,42.1.1,1
trickless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trifid,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
triggered,126,117,124,116,2.47,2.1038,1.39,2.0719,Verb,124.0,0.99,Verb.Adjective,124.1,1
trilingual,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trimmed,47,45,43,42,0.92,1.6812,0.54,1.6628,Verb,46.0,0.98,Verb.Adjective,46.1,1
trimmer,15,14,14,14,0.29,1.2041,0.17,1.1761,Noun,14.0,0.93,Noun.Adjective,14.1,1
trinitrate,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trinomial,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trisomy,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,1.0,0.5,Noun.Adjective,1.1,1
triune,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trivialized,7,7,7,7,0.14,0.9031,0.08,0.9031,Verb,6.0,0.86,Verb.Adjective,6.1,1
troglodytic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trolloping,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trop,9,8,6,5,0.18,1.0,0.1,0.9542,Noun,5.0,0.56,Noun.Name.Verb.Adjective,5.2.1.1,1
tropospheric,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trothed,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
troublous,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trouserless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
truceless,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trudging,19,15,17,13,0.37,1.301,0.18,1.2041,Verb,16.0,0.84,Verb.Noun.Adjective,16.2.1,1
truffled,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trumpeting,6,6,5,5,0.12,0.8451,0.07,0.8451,Verb,2.0,0.4,Verb.Noun.Name.Adjective,2.1.1.1,1
trumpety,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
truncated,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
trustable,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
trysting,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
tubbing,4,4,4,4,0.08,0.699,0.05,0.699,Verb,3.0,0.75,Verb.Adjective,3.1,1
tubed,13,13,10,10,0.25,1.1461,0.15,1.1461,Verb,12.0,0.92,Verb.Adjective,12.1,1
tuckered,25,22,25,22,0.49,1.415,0.26,1.3617,Verb,24.0,0.96,Verb.Adjective,24.1,1
tunisian,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tunneled,5,5,5,5,0.1,0.7782,0.06,0.7782,Verb,4.0,0.8,Verb.Adjective,4.1,1
turkic,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
turreted,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
turvy,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
tusky,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
twanging,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1.0,0.5,Verb.Adjective,1.1,1
twangling,2,2,1,1,0.04,0.4771,0.02,0.4771,Name,1.0,0.5,Name.Adjective,1.1,1
twangy,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
twant,5,5,5,5,0.1,0.7782,0.06,0.7782,Adjective,1.0,1.0,Adjective,1,1
tweaking,27,21,26,21,0.53,1.4472,0.25,1.3424,Verb,22.0,0.88,Verb.Noun.Adjective,22.2.1,1
tweezed,5,4,5,4,0.1,0.7782,0.05,0.699,Verb,4.0,0.8,Verb.Adjective,4.1,1
twiggy,9,9,1,1,0.18,1.0,0.11,1.0,Name,8.0,0.89,Name.Adjective,8.1,1
twirlier,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
twittering,6,5,5,4,0.12,0.8451,0.06,0.7782,Verb,5.0,0.83,Verb.Adjective,5.1,1
tyrannous,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
ubangi,5,4,0,0,0.1,0.7782,0.05,0.699,Noun,4.0,0.8,Noun.Adjective,4.1,1
ugandan,1,1,0,0,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
ultramodern,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
umping,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unaccepting,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,1.0,0.5,Noun.Adjective,1.1,1
unaccomplished,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unacquired,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unadmirable,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unadventurous,2,2,0,0,0.04,0.4771,0.02,0.4771,Name,1.0,0.5,Name.Adjective,1.1,1
unaesthetic,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unaged,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unaidable,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unalike,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unalloyed,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unanchored,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
unappeased,1,1,1,1,0.02,0.301,0.01,0.301,Adjective,1.0,1.0,Adjective,1,1
